2019-07-17 08:28:27,509 ERROR  MessageLoggerImpl -- Mstar [unused fields; failed; 3] rejected [see previous].
2019-07-17 08:28:42,000 INFO   Slf4jConsumerDefault -- Max mstar feed [3 MB] net traffic per second.
2019-07-17 08:28:42,000 INFO   Slf4jConsumerDefault -- Max mstar feed [4K] net packets per second.
2019-07-17 08:30:09,247 ERROR  MessageLoggerImpl -- Mstar [left unhandled; failed; QUOTE] rejected [{"o_byte_size":93,"o_exchange_id":155,"o_market_center":0,"o_symbol":"!HUD20GS","o_fields":[{"o_value_type":"FRAC","o_value_bytes":[-14,4,0,32,0,0,0,0],"o_field_id":"ASK"},{"o_value_type":"LPSTR","o_value_bytes":[95,0,0,0,0,0,0,0],"o_field_id":"SPECIFIC_TRADE_TYPE"},{"o_value_type":"LPSTR","o_value_bytes":[93,0,0,0,0,0,0,0],"o_field_id":"ASK_INDICATOR_FLAG"},{"o_value_type":"ULONG","o_value_bytes":[14,1,0,0,0,0,0,0],"o_field_id":"MINUTES_OF_DAY"},{"o_value_type":"ULONG","o_value_bytes":[1,0,0,0,0,0,0,0],"o_field_id":"ASK_SIZE"}],"o_message_type":"QUOTE","o_security_type":"STOCK"}].
2019-07-17 08:31:27,784 ERROR  MessageLoggerImpl -- Mstar [field id; not supported; SOURCE_OF_STATIC_DATA] rejected [{"o_byte_size":192,"o_exchange_id":155,"o_market_center":0,"o_symbol":"!NID19VG-3M$IO","o_fields":[{"o_value_type":"LPSTR","o_value_bytes":[0,1,0,0,0,0,0,0],"o_field_id":"SOURCE_OF_STATIC_DATA"}],"o_message_type":"STATIC","o_security_type":"STOCK"}].
2019-07-17 08:38:55,849 ERROR  MessageLoggerImpl -- Mstar [field id; not supported; 681] rejected [{"o_byte_size":192,"o_exchange_id":155,"o_market_center":0,"o_symbol":"!AHD19QL$IO","o_fields":[{"o_value_type":"LPSTR","o_value_bytes":[14,1,0,0,0,0,0,0],"o_field_id":{"o_id":681}},{"o_value_type":"LPSTR","o_value_bytes":[21,1,0,0,0,0,0,0],"o_field_id":"SOURCE_OF_STATIC_DATA"},{"o_value_type":"LPSTR","o_value_bytes":[1,1,0,0,0,0,0,0],"o_field_id":{"o_id":19}}],"o_message_type":"STATIC","o_security_type":"STOCK"}].
2019-07-17 08:38:55,850 ERROR  MessageLoggerImpl -- Mstar [field id; not supported; 19] rejected [see previous].
2019-07-17 08:38:55,850 ERROR  MessageLoggerImpl -- Mstar [unused fields; failed; 3] rejected [see previous].
2019-07-17 08:39:57,086 INFO   PrintStatistics -- MStar hour statistics. Traffic 1 GB. Ticks 2M.
2019-07-17 08:39:57,099 INFO   PrintStatistics -- Exchange [64:CBOT] new issued instruments (578) ["ULSPFF#ZS#X2020N2021","UFZLN2021","ULSPFF#KE#N2020H2021","ULSPFF#ZS#N2020H2021","ULSPFF#ZL#Q2019N2021","ULSPFF#ZL#Q2019N2020","ULSPFF#ZS#F2020U2020","ULSPFF#ZM#H2020U2020","UFZLN2020","ULSPFF#KE#K2020Z2020","ULSPFF#KE#U2020H2021","UFZMV2019","ULSPFF#ZS#X2019F2021","ULSPFF#ZL#Z2019F2021","ULSPFF#ZL#Z2019F2020","ULSPFF#ZC#Z2019N2020","ULSPFF#ZS#U2020F2021","ULSPFF#ZC#Z2019N2022","ULSPFF#ZL#Z2019Z2021","ULSPFF#ZL#Z2019Z2020","ULSPFF#ZC#Z2019N2021","ULSPFF#ZL#V2020N2021","ULSPFF#ZW#Z2019U2020","ULSPFF#ZM#Q2019V2019","ULSPFF#ZL#V2019N2020","ULSPFF#ZL#V2019N2021","ULSPFF#ZL#Q2020Z2021","ULSPFF#ZL#Q2020Z2020","UFZOK2020","ULSPFF#ZL#H2020N2020","UFZMZ2019","UFZSK2021","ULSPFF#ZL#H2020N2021","ULSPFF#ZC#U2019Z2019","ULSPFF#ZW#N2020Z2020","UFZSK2020","UFKEN2020","ULSPFF#KE#U2019N2020","ULSPFF#ZW#N2020Z2021","UFZMN2021","UFZMN2020","ULSPFF#KE#U2019N2021","ULSPFF#ZM#Q2019V2020","ULSPFF#ZW#K2020H2021","ULSPFF#ZC#U2020Z2022","ULSPFF#ZL#K2020K2021","ULSPFF#ZC#U2019Z2020","ULSPFF#ZL#Q2020N2021","ULSPFF#ZC#U2019Z2021","ULSPFF#ZL#V2019U2021","ULSPFF#ZC#U2020Z2020","ULSPFF#ZC#U2020Z2021","ULSPFF#KE#Z2019H2020","ULSPFF#KE#Z2019H2021","ULSPFF#ZS#H2020F2021","ULSPFF#ZL#V2019U2020","ULSPFF#ZC#U2019Z2022","UFZWN2021","UFZWN2020","UFZMZ2020","UFZON2020","UFZCK2020","UFZCK2021","ULSPFF#ZS#X2020X2022","ULSPFF#ZS#X2020X2021","ULSPFF#ZM#V2019H2020","UFZSQ2019","UFZMV2020","ULSPFF#ZC#K2020N2022","ULSPFF#ZL#V2019Q2021","ULSPFF#KE#U2019U2020","ULSPFF#ZS#K2020Q2020","ULSPFF#ZL#V2019Q2020","ULSPFF#ZL#F2020V2021","ULSPFF#ZL#F2020V2020","ULSPFF#ZC#H2020H2021","UFZSU2020","ULSPFF#ZC#K2020N2020","ULSPFF#ZC#K2020N2021","ULSPFF#ZS#F2020H2021","ULSPFF#ZS#F2020H2020","ULSPFF#ZW#K2020Z2020","UFZSQ2020","ULSPFF#ZW#K2020Z2021","ULSPFF#ZS#F2020X2022","UFZCN2022","ULSPFF#ZS#F2020X2021","UFZCN2020","ULSPFF#ZS#F2020X2020","UFZCN2021","ULSPFF#ZM#K2020V2020","UFZSU2019","ULSPFF#ZS#F2021X2022","ULSPFF#ZS#F2021X2021","ULSPFF#ZS#F2020Q2020","UFZMQ2020","ULSPFF#ZL#F2020U2021","ULSPFF#ZL#F2020U2020","ULSPFF#ZW#U2019N2021","ULSPFF#ZW#U2019N2020","ULSPFF#ZS#U2019X2019","ULSPFF#ZL#V2019F2021","ULSPFF#ZL#V2019F2020","ULSPFF#ZS#Q2020H2021","ULSPFF#KE#N2020Z2020","ULSPFF#ZS#Q2019H2020","ULSPFF#ZS#Q2019H2021","ULSPFF#ZC#Z2019H2021","ULSPFF#KE#H2020H2021","ULSPFF#ZL#Z2019Q2021","ULSPFF#ZM#V2019K2020","ULSPFF#ZS#U2019U2020","ULSPFF#ZW#Z2019K2020","ULSPFF#ZL#N2020K2021","ULSPFF#ZS#U2019X2022","ULSPFF#KE#Z2020N2021","ULSPFF#ZS#U2019X2021","ULSPFF#ZS#U2019X2020","ULSPFF#ZL#Z2019Q2020","ULSPFF#ZC#Z2019H2020","ULSPFF#ZC#H2020K2021","ULSPFF#ZS#K2020F2021","ULSPFF#ZC#H2020K2020","ULSPFF#ZW#K2020U2020","ULSPFF#ZM#Z2019Z2020","UFKEN2021","ULSPFF#ZM#Z2019K2020","ULSPFF#ZM#K2020N2020","ULSPFF#ZL#Q2019U2019","UFZCZ2019","ULSPFF#KE#N2020U2020","ULSPFF#ZL#Q2019U2021","ULSPFF#ZL#Q2019U2020","ULSPFF#ZC#K2020K2021","UFZCZ2020","UFZCZ2021","ULSPFF#KE#N2020N2021","ULSPFF#ZW#H2020Z2021","ULSPFF#ZS#H2020K2020","ULSPFF#ZW#H2020Z2020","ULSPFF#ZS#H2020H2021","UFZOH2020","ULSPFF#ZM#Z2019F2020","ULSPFF#KE#H2020Z2020","ULSPFF#ZS#Q2019K2020","ULSPFF#ZS#U2019N2020","ULSPFF#ZW#Z2020N2021","ULSPFF#ZC#U2020U2021","ULSPFF#ZS#U2019N2021","UFZMQ2019","ULSPFF#ZS#U2020H2021","ULSPFF#ZS#K2020X2022","ULSPFF#ZS#K2020X2021","ULSPFF#ZS#K2020X2020","ULSPFF#ZS#Q2020N2021","ULSPFF#ZL#K2020U2021","ULSPFF#ZL#K2020U2020","ULSPFF#KE#H2020N2021","ULSPFF#KE#H2020N2020","UFZWU2019","ULSPFF#ZC#H2021Z2021","ULSPFF#ZM#Q2019Q2020","ULSPFF#ZL#N2020Z2021","ULSPFF#ZL#N2020Z2020","ULSPFF#ZC#H2021Z2022","ULSPFF#ZS#K2020N2021","ULSPFF#ZS#K2020N2020","UFKEZ2020","ULSPFF#ZL#H2020F2021","UFKEU2019","ULSPFF#ZM#K2020Q2020","ULSPFF#ZS#X2020H2021","ULSPFF#ZL#Q2019Q2020","ULSPFF#ZM#U2019V2020","ULSPFF#ZL#Q2019Q2021","UFZOZ2019","ULSPFF#ZM#V2019Z2019","ULSPFF#ZL#U2019F2020","ULSPFF#ZC#H2021U2021","UFZWZ2019","ULSPFF#ZL#U2019F2021","ULSPFF#ZC#Z2020U2021","ULSPFF#ZM#V2019Z2020","ULSPFF#ZM#F2020Q2020","ULSPFF#ZM#U2019V2019","ULSPFF#ZS#U2019F2021","ULSPFF#ZS#U2019F2020","UFZLF2020","ULSPFF#ZM#U2019K2020","ULSPFF#ZC#Z2021Z2022","ULSPFF#ZM#V2020Z2020","ULSPFF#ZL#Q2020V2021","ULSPFF#ZC#N2020U2021","ULSPFF#ZC#N2020U2020","ULSPFF#ZL#Q2020V2020","UFKEK2021","ULSPFF#ZL#V2019H2020","ULSPFF#ZL#V2020Z2021","UFKEK2020","ULSPFF#ZL#V2019H2021","ULSPFF#ZL#V2020Z2020","ULSPFF#ZM#Q2020Z2020","ULSPFF#KE#K2020N2020","ULSPFF#KE#K2020N2021","ULSPFF#ZM#Q2019Z2020","ULSPFF#ZL#V2019Z2019","ULSPFF#ZM#Z2019V2020","ULSPFF#ZM#N2020Z2020","ULSPFF#ZL#Q2020Q2021","ULSPFF#ZL#Z2020Z2021","UFZLF2021","ULSPFF#ZL#V2019Z2021","ULSPFF#ZL#V2019Z2020","ULSPFF#ZL#U2020F2021","ULSPFF#ZS#Q2019Q2020","UFZWK2021","UFZWK2020","ULSPFF#KE#Z2019Z2020","ULSPFF#ZL#U2019V2020","ULSPFF#ZL#U2019V2021","ULSPFF#ZW#H2020U2020","ULSPFF#ZW#Z2019Z2020","ULSPFF#KE#K2020H2021","ULSPFF#ZW#Z2019Z2021","ULSPFF#ZL#U2020U2021","ULSPFF#ZL#N2020N2021","ULSPFF#ZS#X2019U2020","ULSPFF#ZW#U2019H2021","ULSPFF#ZW#U2019H2020","ULSPFF#ZC#H2021N2021","ULSPFF#ZC#H2021N2022","ULSPFF#ZL#U2019V2019","ULSPFF#KE#Z2020H2021","ULSPFF#ZM#Q2020V2020","ULSPFF#ZS#N2020N2021","ULSPFF#ZM#K2020Z2020","ULSPFF#ZM#F2020H2020","ULSPFF#ZL#U2019Z2021","ULSPFF#ZM#U2020V2020","ULSPFF#KE#H2021K2021","ULSPFF#ZL#U2019Z2020","ULSPFF#ZS#Q2019X2020","ULSPFF#ZS#Q2019X2021","ULSPFF#ZS#Q2019X2022","ULSPFF#ZL#Z2020F2021","ULSPFF#ZC#Z2019K2020","ULSPFF#ZC#Z2019K2021","ULSPFF#ZL#N2020U2020","ULSPFF#ZL#N2020U2021","ULSPFF#ZS#Q2019X2019","UFZEQ2019","ULSPFF#ZL#F2020H2020","ULSPFF#ZL#F2020H2021","ULSPFF#ZS#F2020N2021","ULSPFF#ZS#F2020N2020","ULSPFF#ZL#F2020Q2021","ULSPFF#ZL#U2019Z2019","ULSPFF#ZL#F2020Q2020","UFZSX2019","ULSPFF#ZL#U2020V2021","ULSPFF#ZL#Z2020H2021","ULSPFF#ZL#Q2019K2021","ULSPFF#ZL#Q2019K2020","ULSPFF#ZC#K2020H2021","ULSPFF#ZL#U2020V2020","ULSPFF#KE#H2020K2020","ULSPFF#ZL#F2020K2020","ULSPFF#ZL#F2020Z2021","ULSPFF#ZL#F2020Z2020","ULSPFF#ZL#F2020K2021","UFZWZ2020","ULSPFF#ZM#U2019Z2019","ULSPFF#ZM#F2020U2020","ULSPFF#ZC#K2020U2021","ULSPFF#ZC#K2020U2020","ULSPFF#ZS#X2019X2020","ULSPFF#ZL#U2019N2021","ULSPFF#ZS#X2019X2022","ULSPFF#ZL#U2019N2020","ULSPFF#ZS#X2019X2021","ULSPFF#ZC#K2021Z2021","ULSPFF#ZC#U2019K2021","ULSPFF#ZL#Z2020V2021","ULSPFF#ZL#Q2020H2021","UFKEZ2019","ULSPFF#KE#Z2019U2020","ULSPFF#ZC#U2019K2020","ULSPFF#ZM#U2019Z2020","UFZMH2020","UFZMH2021","ULSPFF#ZC#U2019N2022","ULSPFF#ZC#U2019N2021","ULSPFF#ZC#U2019N2020","ULSPFF#ZL#V2020F2021","UFZCU2019","UFZLU2021","ULSPFF#ZS#U2019H2021","ULSPFF#ZS#U2019H2020","UFZLU2020","UFZCU2021","ULSPFF#ZM#U2019N2020","ULSPFF#ZM#V2019U2020","ULSPFF#ZM#H2020Q2020","ULSPFF#ZC#U2020K2021","ULSPFF#ZM#H2020K2020","UFZCU2020","ULSPFF#ZC#U2020N2022","ULSPFF#ZC#U2020N2021","ULSPFF#ZL#V2019K2020","ULSPFF#ZL#V2019K2021","ULSPFF#ZM#U2019F2020","UFZMF2021","ULSPFF#ZC#Z2020N2021","ULSPFF#ZC#Z2020N2022","UFZMF2020","ULSPFF#ZW#U2019U2020","ULSPFF#ZW#N2021Z2021","UFZLU2019","ULSPFF#ZW#H2020N2021","ULSPFF#ZW#H2020N2020","ULSPFF#ZS#Q2019U2019","ULSPFF#ZM#Q2019N2020","ULSPFF#ZS#X2019Q2020","ULSPFF#ZL#K2020N2021","ULSPFF#ZL#K2020N2020","ULSPFF#ZL#H2020Z2021","ULSPFF#ZL#H2020Z2020","ULSPFF#ZL#H2020V2021","ULSPFF#ZM#V2019Q2020","ULSPFF#ZL#H2020V2020","ULSPFF#ZC#U2020H2021","ULSPFF#ZS#Q2019U2020","UFZOU2019","ULSPFF#ZM#Q2020U2020","ULSPFF#ZM#H2020N2020","ULSPFF#ZL#H2020H2021","ULSPFF#KE#Z2019K2020","ULSPFF#ZS#X2019N2021","UFZSX2021","ULSPFF#ZS#X2019N2020","UFZSX2020","ULSPFF#ZL#Q2020F2021","UFZSX2022","ULSPFF#KE#H2020U2020","UFZMK2021","UFZMK2020","ULSPFF#ZL#K2020V2020","ULSPFF#ZL#K2020V2021","UFZSN2020","UFZSN2021","ULSPFF#ZC#H2020U2021","ULSPFF#ZL#K2020Z2021","ULSPFF#ZC#H2020U2020","ULSPFF#ZL#V2020H2021","ULSPFF#ZL#K2020Z2020","ULSPFF#ZL#Z2020U2021","ULSPFF#ZL#N2020Q2021","ULSPFF#ZM#U2019H2020","ULSPFF#ZS#U2020X2022","ULSPFF#ZS#U2020X2021","ULSPFF#ZL#U2020Z2021","ULSPFF#ZL#U2020K2021","ULSPFF#ZS#Q2019N2020","ULSPFF#ZS#Q2019N2021","ULSPFF#ZC#U2019U2020","ULSPFF#ZM#N2020Q2020","ULSPFF#ZW#N2020H2021","ULSPFF#ZC#U2019U2021","ULSPFF#ZC#Z2019Z2021","ULSPFF#ZL#U2020Z2020","ULSPFF#ZC#Z2019Z2022","ULSPFF#ZC#Z2019Z2020","ULSPFF#ZL#V2019V2021","ULSPFF#ZL#V2019V2020","ULSPFF#ZM#Q2019Z2019","ULSPFF#ZS#N2020F2021","UFZWH2021","UFZWH2020","UFKEU2020","ULSPFF#ZS#K2020H2021","ULSPFF#ZM#Z2019Q2020","ULSPFF#ZL#K2020F2021","ULSPFF#ZM#Q2019U2020","ULSPFF#ZL#H2020K2020","UFZSH2020","ULSPFF#ZM#V2019F2020","ULSPFF#ZL#U2020Q2021","UFZSH2021","ULSPFF#KE#U2019K2020","ULSPFF#ZM#F2020Z2020","ULSPFF#ZL#N2020V2021","UFZLV2020","ULSPFF#ZL#N2020V2020","ULSPFF#ZL#H2020K2021","ULSPFF#ZM#Q2019F2020","ULSPFF#ZL#Q2020U2020","ULSPFF#ZL#Q2020U2021","ULSPFF#ZS#Q2020X2022","UFZWU2020","UFZLV2021","ULSPFF#ZS#Q2020X2020","ULSPFF#ZS#Q2020X2021","ULSPFF#ZM#Q2019U2019","UFZLZ2019","ULSPFF#ZS#H2020N2021","ULSPFF#ZS#H2020N2020","ULSPFF#ZL#U2020N2021","ULSPFF#ZL#Z2020N2021","ULSPFF#ZC#Z2020K2021","ULSPFF#ZS#X2019K2020","ULSPFF#ZW#U2020N2021","ULSPFF#ZL#V2020U2021","ULSPFF#ZS#Q2019F2021","ULSPFF#ZS#Q2019F2020","ULSPFF#ZL#U2020H2021","ULSPFF#ZL#Z2019K2020","UFZLZ2020","ULSPFF#ZS#F2020K2020","ULSPFF#ZC#N2020Z2021","ULSPFF#ZL#Z2019K2021","ULSPFF#ZW#U2019K2020","ULSPFF#ZC#N2020Z2022","ULSPFF#ZL#Q2020K2021","UFZLZ2021","ULSPFF#ZW#K2020N2021","ULSPFF#ZW#K2020N2020","ULSPFF#ZL#Z2019U2021","ULSPFF#ZC#N2020Z2020","UFZLV2019","ULSPFF#ZM#Q2019K2020","ULSPFF#ZL#Z2019U2020","UFZCH2020","UFZCH2021","ULSPFF#ZM#Q2019H2020","ULSPFF#ZO#Z2019H2020","ULSPFF#ZS#N2020X2020","ULSPFF#ZS#N2020X2022","ULSPFF#ZS#N2020X2021","ULSPFF#ZL#Z2020K2021","ULSPFF#ZW#H2020H2021","ULSPFF#ZL#Q2019V2021","UFZMU2020","ULSPFF#ZL#Q2019V2020","ULSPFF#ZL#Z2019H2020","ULSPFF#ZL#Z2019H2021","ULSPFF#ZL#Q2019V2019","ULSPFF#KE#Z2019N2021","ULSPFF#KE#Z2019N2020","ULSPFF#ZM#U2020Z2020","ULSPFF#KE#K2020U2020","ULSPFF#ZS#Q2020F2021","ULSPFF#ZW#Z2019N2021","ULSPFF#ZL#Q2019F2021","ULSPFF#ZL#Q2019F2020","ULSPFF#ZL#U2019K2020","ULSPFF#ZL#U2019K2021","ULSPFF#ZW#Z2019N2020","ULSPFF#ZL#U2019U2020","ULSPFF#ZC#Z2021N2022","ULSPFF#ZL#U2019U2021","ULSPFF#ZS#F2021N2021","ULSPFF#ZM#U2019Q2020","ULSPFF#ZM#F2020V2020","ULSPFF#ZC#H2020Z2022","ULSPFF#ZC#H2020Z2021","ULSPFF#ZS#F2020F2021","ULSPFF#ZC#H2020Z2020","ULSPFF#ZL#V2020Q2021","ULSPFF#ZL#V2020K2021","ULSPFF#ZS#H2020Q2020","ULSPFF#KE#U2020Z2020","ULSPFF#ZL#U2019H2020","ULSPFF#ZL#U2019H2021","ULSPFF#ZM#V2019N2020","ULSPFF#ZO#U2019Z2019","ULSPFF#ZL#H2020U2020","ULSPFF#ZL#Q2019H2020","ULSPFF#ZW#N2020N2021","ULSPFF#ZL#N2020F2021","ULSPFF#ZS#F2021H2021","ULSPFF#ZC#Z2019U2020","ULSPFF#ZC#Z2019U2021","ULSPFF#ZM#U2019U2020","ULSPFF#ZL#K2020Q2020","ULSPFF#ZL#K2020Q2021","ULSPFF#ZM#N2020U2020","ULSPFF#ZM#N2020V2020","ULSPFF#ZW#N2020U2020","UFZLK2020","UFZLK2021","ULSPFF#ZL#Q2019H2021","ULSPFF#ZL#H2020U2021","ULSPFF#ZC#Z2020Z2022","ULSPFF#ZC#Z2020Z2021","ULSPFF#ZW#Z2020Z2021","ULSPFF#ZM#Z2019U2020","ULSPFF#ZM#V2019V2020","ULSPFF#ZL#V2020V2021","ULSPFF#ZS#N2020Q2020","UFZMU2019","ULSPFF#ZS#U2019K2020","ULSPFF#ZL#Z2019N2021","UFZOU2020","ULSPFF#ZL#Z2019N2020","ULSPFF#ZM#F2020K2020","ULSPFF#ZS#H2020U2020","ULSPFF#ZC#H2021K2021","ULSPFF#ZC#U2021Z2021","ULSPFF#ZS#X2020F2021","ULSPFF#ZS#X2019F2020","ULSPFF#ZO#U2019H2020","ULSPFF#ZL#Q2019Z2021","ULSPFF#ZL#Q2019Z2020","ULSPFF#ZM#Z2019H2020","ULSPFF#ZC#N2020K2021","UFZSF2021","UFZSF2020","ULSPFF#ZM#F2020N2020","ULSPFF#ZC#Z2020H2021","ULSPFF#ZM#Z2019N2020","ULSPFF#ZW#H2020K2020","ULSPFF#ZC#U2019H2021","ULSPFF#ZC#U2019H2020","ULSPFF#ZC#K2020Z2022","ULSPFF#ZC#K2020Z2021","ULSPFF#ZC#K2020Z2020","ULSPFF#ZL#Q2019Z2019","ULSPFF#ZC#N2020N2021","ULSPFF#ZC#N2020N2022","ULSPFF#ZS#Q2020U2020","ULSPFF#ZL#N2020H2021","ULSPFF#ZL#F2020F2021","ULSPFF#ZL#K2020H2021","UFZLH2021","ULSPFF#ZS#X2019H2021","UFZLH2020","ULSPFF#ZS#X2019H2020","ULSPFF#ZM#H2020Z2020","ULSPFF#KE#U2019Z2020","ULSPFF#ZM#K2020U2020","ULSPFF#ZL#Z2019V2021","ULSPFF#ZL#Z2019V2020","ULSPFF#ZC#N2021Z2021","ULSPFF#ZC#N2020H2021","ULSPFF#ZW#U2019Z2021","UFZLQ2019","ULSPFF#ZW#U2019Z2020","ULSPFF#ZW#U2020Z2020","ULSPFF#ZS#U2020N2021","ULSPFF#ZW#U2020Z2021","ULSPFF#ZS#K2020U2020","UFZLQ2020","ULSPFF#ZL#H2020Q2021","UFZLQ2021","ULSPFF#ZS#H2020X2021","ULSPFF#ZS#N2020U2020","ULSPFF#ZS#H2020X2022","ULSPFF#ZW#Z2019H2021","ULSPFF#ZS#U2019Q2020","ULSPFF#ZW#Z2019H2020","ULSPFF#KE#U2020N2021","ULSPFF#ZS#H2020X2020","ULSPFF#ZL#H2020Q2020","ULSPFF#ZM#H2020V2020","ULSPFF#ZW#U2019Z2019","ULSPFF#KE#U2019H2020","ULSPFF#ZL#Z2020Q2021","ULSPFF#ZC#H2020N2020","ULSPFF#KE#U2019H2021","ULSPFF#ZC#H2020N2022","ULSPFF#ZC#H2020N2021","UFKEH2021","UFKEH2020","ULSPFF#ZL#F2020N2020","ULSPFF#KE#U2019Z2019","ULSPFF#ZL#F2020N2021","ULSPFF#ZL#U2019Q2021","ULSPFF#ZL#U2019Q2020"]
